Department,gender,HSC,SSC,Income,Hometown,Computer,test preparation course,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall,race/ethnicity,parental level of education,lunch,math score,reading score,writing score
Computer Science and Engineering,Male,4.25,5.0,"Lower middle (15,000-30,000)",City,3.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,2nd,3.38,3.38,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.42,4.68,"Lower middle (15,000-30,000)",Village,5.0,2-3 Hours,2-3 Hours,60%-79%,No,2.0,Yes,2nd,3.38,3.38,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Lower middle (15,000-30,000)",Village,1.0,2-3 Hours,More than 3 Hours,80%-100%,No,4.0,Yes,7th,3.83,3.39,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.33,5.0,"Low (Below 15,000)",Village,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,5.0,Yes,10th,3.6,3.44,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.33,5.0,"High (Above 50,000)",Village,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,5.0,Yes,8th,3.59,3.44,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,4.89,"Low (Below 15,000)",City,5.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,2nd,3.44,3.44,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.92,5.0,"Lower middle (15,000-30,000)",City,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.44,3.44,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,4.94,"Low (Below 15,000)",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.5,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,5.0,"Lower middle (15,000-30,000)",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,2nd,3.5,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.75,4.61,"Low (Below 15,000) ",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.5,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.08,5.0,"High (Above 50,000)",City,5.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.5,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.58,5.0,"Low (Below 15,000)",Village,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,5.0,Yes,9th,3.57,3.56,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.33,5.0,"High (Above 50,000)",Village,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,5.0,Yes,2nd,3.56,3.56,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,4.59,"Upper middle (30,000-50,000)",Village,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,4.0,No,2nd,3.56,3.56,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,5.0,"High (Above 50,000)",Village,5.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,Yes,2nd,3.56,3.56,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.92,4.18,"High (Above 50,000)",City,5.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,Yes,2nd,3.56,3.56,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,5.0,Yes,10th,3.62,3.6,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.92,3.94,"Lower middle (15,000-30,000)",City,5.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,Yes,9th,3.64,3.6,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.67,4.44,"High (Above 50,000) ",Village,5.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,Yes,6th,3.63,3.6,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.83,5.0,"Lower middle (15,000-30,000)",City,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,Yes,2nd,3.63,3.63,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.5,4.72,"High (Above 50,000) ",City,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,Yes,2nd,3.64,3.64,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,5.0,"High (Above 50,000)",City,4.0,2-3 Hours,More than 3 Hours,80%-100%,No,4.0,No,10th,3.53,3.67,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,5.0,"Upper middle (30,000-50,000)",City,5.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,10th,3.5,3.67,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,5.0,"Upper middle (30,000-50,000)",Village,5.0,2-3 Hours,More than 3 Hours,60%-79%,No,5.0,Yes,10th,3.55,3.67,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.17,4.31,"High (Above 50,000)",Village,4.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,9th,3.5,3.67,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.83,4.94,"Upper middle (30,000-50,000)",City,4.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,8th,3.51,3.67,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.33,5.0,"High (Above 50,000)",Village,4.0,2-3 Hours,More than 3 Hours,80%-100%,No,4.0,No,8th,3.52,3.67,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,5.0,"Low (Below 15,000) ",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,6th,3.5,3.67,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.08,5.0,"High (Above 50,000)",City,5.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,6th,3.5,3.67,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000) ",City,5.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,5th,3.5,3.67,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,5.0,"Upper middle (30,000-50,000)",City,4.0,2-3 Hours,2-3 Hours,80%-100%,Yes,4.0,Yes,10th,1.82,3.7,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.14,4.44,"Upper middle (30,000-50,000)",City,5.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,Yes,10th,3.2,3.7,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,5.0,"High (Above 50,000) ",City,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,Yes,7th,3.17,3.7,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.75,4.78,"High (Above 50,000)",City,4.0,2-3 Hours,More than 3 Hours,60%-79%,No,4.0,No,5th,3.17,3.7,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,3.0,2-3 Hours,More than 3 Hours,80%-100%,No,3.0,No,2nd,3.71,3.71,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",Village,4.0,2-3 Hours,More than 3 Hours,80%-100%,No,3.0,Yes,10th,3.73,3.71,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.33,4.75,"High (Above 50,000) ",Village,4.0,2-3 Hours,More than 3 Hours,80%-100%,No,4.0,No,9th,3.73,3.71,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.58,4.78,"Upper middle (30,000-50,000)",Village,3.0,2-3 Hours,More than 3 Hours,80%-100%,No,4.0,No,7th,3.74,3.71,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,4.81,"Low (Below 15,000)",Village,4.0,2-3 Hours,More than 3 Hours,80%-100%,No,4.0,No,10th,3.68,3.74,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",Village,4.0,2-3 Hours,2-3 Hours,80%-100%,No,3.0,No,10th,3.85,3.74,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.58,4.5,"High (Above 50,000)",Village,3.0,2-3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,8th,3.67,3.74,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.08,5.0,"High (Above 50,000)",City,5.0,2-3 Hours,More than 3 Hours,80%-100%,No,3.0,Yes,6th,3.66,3.74,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.83,4.83,"High (Above 50,000) ",Village,1.0,2-3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,3rd,3.67,3.74,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.58,5.0,"Upper middle (30,000-50,000)",Village,4.0,2-3 Hours,2-3 Hours,80%-100%,No,4.0,No,10th,3.89,3.78,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,5.0,"High (Above 50,000)",Village,2.0,2-3 Hours,0-1 Hour,80%-100%,No,3.0,Yes,5th,3.88,3.78,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.83,4.89,"Lower middle (15,000-30,000)",City,3.0,2-3 Hours,0-1 Hour,80%-100%,No,4.0,No,5th,3.67,3.87,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.89,"High (Above 50,000) ",Village,3.0,2-3 Hours,0-1 Hour,80%-100%,No,3.0,Yes,2nd,3.88,3.88,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,5.0,"High (Above 50,000)",City,3.0,2-3 Hours,0-1 Hour,80%-100%,Yes,5.0,No,2nd,3.88,3.88,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,5.0,"Low (Below 15,000)",Village,5.0,2-3 Hours,0-1 Hour,80%-100%,No,3.0,Yes,2nd,3.88,3.88,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,5.0,2-3 Hours,0-1 Hour,80%-100%,No,3.0,Yes,2nd,3.88,3.88,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",Village,4.0,2-3 Hours,2-3 Hours,80%-100%,No,4.0,Yes,2nd,3.89,3.89,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.75,5.0,"Lower middle (15,000-30,000)",City,5.0,2-3 Hours,0-1 Hour,80%-100%,No,3.0,Yes,10th,3.94,3.94,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",Village,5.0,2-3 Hours,0-1 Hour,80%-100%,Yes,5.0,No,6th,3.98,3.94,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.81,4.39,"Upper middle (30,000-50,000)",Village,3.0,2-3 Hours,0-1 Hour,80%-100%,No,3.0,Yes,2nd,3.94,3.94,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.39,"High (Above 50,000)  ",Village,2.0,2-3 Hours,0-1 Hour,80%-100%,No,3.0,Yes,2nd,3.94,3.94,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,4.82,"Lower middle (15,000-30,000)",Village,2.0,2-3 Hours,0-1 Hour,80%-100%,No,3.0,Yes,2nd,3.94,3.94,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.75,4.78,"Upper middle (30,000-50,000)",City,2.0,2-3 Hours,0-1 Hour,80%-100%,No,3.0,Yes,2nd,3.94,3.94,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,4.95,"Upper middle (30,000-50,000)",Village,2.0,2-3 Hours,0-1 Hour,80%-100%,No,3.0,Yes,2nd,3.94,3.94,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,4.0,2-3 Hours,2-3 Hours,80%-100%,No,4.0,Yes,4th,4.0,3.96,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",City,3.0,2-3 Hours,2-3 Hours,80%-100%,No,3.0,No,2nd,4.0,4.0,Missing,Missing,Missing,0,0,0
Economics,Male,4.9,5.0,"High (Above 50,000)",City,4.0,2-3 Hours,2-3 Hours,80%-100%,No,4.0,Yes,10th,3.8,3.75,Missing,Missing,Missing,0,0,0
Electrical and Electronic Engineering,Male,3.42,4.33,"Lower middle (15,000-30,000)",City,4.0,2-3 Hours,2-3 Hours,80%-100%,Yes,2.0,Yes,7th,3.83,2.97,Missing,Missing,Missing,0,0,0
English,Male,4.33,4.39,"Lower middle (15,000-30,000)",Village,4.0,2-3 Hours,2-3 Hours,80%-100%,No,4.0,No,4th,3.25,3.32,Missing,Missing,Missing,0,0,0
English,Male,4.25,4.41,"Upper middle (30,000-50,000)",Village,4.0,2-3 Hours,0-1 Hour,80%-100%,No,4.0,Yes,12th,3.66,3.6,Missing,Missing,Missing,0,0,0
English,Male,5.0,5.0,"Lower middle (15,000-30,000)",Village,2.0,2-3 Hours,More than 3 Hours,80%-100%,No,3.0,Yes,4th,4.0,3.93,Missing,Missing,Missing,0,0,0
"Journalism, Communication and Media Studies",Male,3.83,3.0,"Low (Below 15,000)",Village,2.0,2-3 Hours,More than 3 Hours,80%-100%,No,3.0,Yes,3rd,3.17,3.0,Missing,Missing,Missing,0,0,0
"Journalism, Communication and Media Studies",Male,4.42,3.94,"Lower middle (15,000-30,000)",Village,5.0,2-3 Hours,More than 3 Hours,80%-100%,No,5.0,No,2nd,3.09,3.09,Missing,Missing,Missing,0,0,0
"Journalism, Communication and Media Studies",Male,4.0,4.0,"Upper middle (30,000-50,000)",City,3.0,2-3 Hours,More than 3 Hours,80%-100%,No,3.0,Yes,12th,3.56,3.6,Missing,Missing,Missing,0,0,0
"Journalism, Communication and Media Studies",Male,4.0,4.33,"Upper middle (30,000-50,000)",City,3.0,2-3 Hours,0-1 Hour,80%-100%,No,3.0,Yes,11th,3.88,3.78,Missing,Missing,Missing,0,0,0
Political Science,Male,5.0,4.78,"Lower middle (15,000-30,000)",Village,1.0,2-3 Hours,0-1 Hour,80%-100%,No,1.0,Yes,2nd,3.94,3.94,Missing,Missing,Missing,0,0,0
Public Health,Male,4.5,4.0,"Upper middle (30,000-50,000)",City,4.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,Yes,9th,3.5,3.67,Missing,Missing,Missing,0,0,0
Business Administration,Male,4.17,4.84,"Low (Below 15,000)",Village,3.0,More than 3 Hours,0-1 Hour,80%-100%,No,3.0,Yes,6th,3.22,3.35,Missing,Missing,Missing,0,0,0
Business Administration,Male,4.0,4.5,"High (Above 50,000)",City,5.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,4th,3.8,3.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,3.61,"Low (Below 15,000)",Village,4.0,More than 3 Hours,More than 3 Hours,80%-100%,No,4.0,Yes,2nd,3.0,2.58,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,3.0,More than 3 Hours,0-1 Hour,80%-100%,No,3.0,Yes,4th,3.11,3.11,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.88,"Upper middle (30,000-50,000)",Village,3.0,More than 3 Hours,More than 3 Hours,80%-100%,No,3.0,No,8th,3.27,3.22,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,4.67,"Low (Below 15,000)",Village,3.0,More than 3 Hours,2-3 Hours,80%-100%,No,3.0,Yes,3rd,3.27,3.27,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Lower middle (15,000-30,000)",Village,1.0,More than 3 Hours,More than 3 Hours,80%-100%,No,3.0,Yes,8th,3.32,3.32,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Upper middle (30,000-50,000)",Village,3.0,More than 3 Hours,More than 3 Hours,80%-100%,No,3.0,No,8th,3.14,3.37,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Upper middle (30,000-50,000)",Village,1.0,More than 3 Hours,More than 3 Hours,60%-79%,No,4.0,No,3rd,2.92,3.46,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.52,4.75,"Lower middle (15,000-30,000)",Village,1.0,More than 3 Hours,More than 3 Hours,80%-100%,No,3.0,No,10th,3.42,3.55,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",City,4.0,More than 3 Hours,2-3 Hours,80%-100%,Yes,5.0,Yes,4th,3.66,3.61,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,5.0,"Low (Below 15,000)",Village,3.0,More than 3 Hours,2-3 Hours,80%-100%,No,2.0,Yes,2nd,3.69,3.69,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,5.0,"Lower middle (15,000-30,000)",Village,3.0,More than 3 Hours,2-3 Hours,80%-100%,No,2.0,Yes,2nd,3.69,3.69,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.0,"Upper middle (30,000-50,000)",Village,4.0,More than 3 Hours,2-3 Hours,80%-100%,No,3.0,Yes,10th,4.0,3.7,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.4,4.0,"Lower middle (15,000-30,000)",Village,3.0,More than 3 Hours,2-3 Hours,80%-100%,No,2.0,Yes,9th,3.7,3.74,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",Village,5.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,2nd,3.81,3.81,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,4.95,"Lower middle (15,000-30,000)",City,5.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,2nd,3.81,3.81,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.83,5.0,"Lower middle (15,000-30,000)",City,4.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,2nd,3.81,3.81,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Upper middle (30,000-50,000)",Village,1.0,More than 3 Hours,0-1 Hour,80%-100%,No,4.0,No,8th,4.0,3.95,Missing,Missing,Missing,0,0,0
Political Science,Male,5.0,4.68,"Low (Below 15,000)",City,5.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,5th,3.56,3.56,Missing,Missing,Missing,0,0,0
Public Health,Male,3.5,4.0,"Lower middle (15,000-30,000)",Village,2.0,More than 3 Hours,2-3 Hours,40%-59%,Yes,2.0,Yes,7th,3.25,3.1,Missing,Missing,Missing,0,0,0
Sociology,Male,4.23,4.5,"Low (Below 15,000)",Village,3.0,More than 3 Hours,2-3 Hours,80%-100%,No,3.0,Yes,10th,3.61,3.75,Missing,Missing,Missing,0,0,0
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,standard,69,90,88
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some college,standard,88,95,92
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some college,free/reduced,65,75,70
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,associate's degree,free/reduced,75,90,88
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group A,associate's degree,standard,55,65,62
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,associate's degree,free/reduced,57,74,76
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some high school,free/reduced,71,84,87
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,associate's degree,standard,82,85,86
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some college,free/reduced,58,63,73
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some high school,standard,61,74,72
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,some college,standard,63,72,70
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,associate's degree,free/reduced,77,89,98
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,bachelor's degree,standard,99,100,100
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,bachelor's degree,standard,79,92,89
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,standard,88,93,93
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,standard,75,81,84
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,some college,free/reduced,42,55,54
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,bachelor's degree,standard,68,75,81
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,associate's degree,standard,59,70,66
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,standard,70,89,88
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,high school,free/reduced,66,74,78
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,associate's degree,standard,61,86,87
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,some college,free/reduced,75,88,85
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,bachelor's degree,standard,96,100,100
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,master's degree,free/reduced,58,76,78
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,high school,standard,68,83,78
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,free/reduced,67,75,70
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,bachelor's degree,free/reduced,43,51,54
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,master's degree,standard,81,91,87
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,high school,free/reduced,46,54,58
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,71,77,77
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,master's degree,free/reduced,52,70,62
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some high school,standard,97,100,100
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,master's degree,standard,69,84,85
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,67,84,86
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,associate's degree,free/reduced,83,86,88
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,high school,standard,56,68,74
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,associate's degree,standard,52,66,73
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,standard,88,95,94
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some high school,standard,64,60,74
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,high school,standard,58,70,68
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some high school,standard,60,70,70
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,master's degree,free/reduced,65,81,81
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some high school,free/reduced,64,79,77
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,associate's degree,standard,88,92,95
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some high school,standard,85,92,93
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,high school,standard,59,63,75
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some college,free/reduced,70,78,78
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,67,84,81
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,74,75,83
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,free/reduced,68,67,69
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,bachelor's degree,standard,59,64,75
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,master's degree,standard,77,82,91
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,high school,free/reduced,67,79,84
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some high school,free/reduced,35,55,60
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,high school,standard,69,76,74
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,bachelor's degree,standard,77,94,95
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,standard,63,78,80
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,free/reduced,42,66,69
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,free/reduced,45,73,70
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some college,standard,82,97,96
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,master's degree,free/reduced,85,95,100
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some high school,standard,65,74,77
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some high school,standard,59,54,67
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,high school,standard,88,99,100
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,high school,free/reduced,52,57,56
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,master's degree,standard,70,71,74
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,bachelor's degree,free/reduced,51,72,79
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,free/reduced,82,93,93
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,high school,standard,57,58,64
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,master's degree,free/reduced,47,58,67
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group A,some high school,standard,59,85,80
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,standard,67,81,79
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some high school,standard,67,74,77
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some college,free/reduced,64,85,85
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group A,high school,free/reduced,77,88,85
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,83,85,90
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,associate's degree,standard,68,86,84
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,associate's degree,standard,90,90,91
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,bachelor's degree,standard,71,76,83
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group D,some college,free/reduced,59,78,76
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,associate's degree,standard,94,87,92
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,associate's degree,standard,95,89,92
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,some high school,standard,54,61,62
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group B,master's degree,free/reduced,77,97,94
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group C,some high school,standard,76,87,85
,female,0.0,0.0,,,,completed,,,,,,,0.0,0.0,group E,some college,standard,66,74,73
